system,t_s,availability_pct_mean,under_attack
traditional_firewall,39.0,89.87179487179486,False
traditional_firewall,42.0,88.58974358974359,False
traditional_firewall,45.0,89.74358974358974,False
traditional_firewall,48.0,88.01282051282051,False
traditional_firewall,51.0,89.35897435897436,False
traditional_firewall,54.0,89.2948717948718,False
traditional_firewall,57.0,89.35897435897436,False
traditional_firewall,60.0,87.11538461538461,True
traditional_firewall,63.0,87.11538461538461,True
traditional_firewall,66.0,86.73076923076923,True
traditional_firewall,69.0,86.02564102564102,True
traditional_firewall,72.0,87.3076923076923,True
traditional_firewall,75.0,85.64102564102564,True
traditional_firewall,78.0,87.05128205128204,True
traditional_firewall,81.0,86.02564102564102,True
traditional_firewall,84.0,86.6025641025641,True
traditional_firewall,87.0,86.53846153846155,True
traditional_firewall,90.0,85.44871794871796,True
traditional_firewall,93.0,86.7948717948718,True
traditional_firewall,96.0,86.15384615384616,True
traditional_firewall,99.0,86.73076923076923,True
traditional_firewall,102.0,86.73076923076923,True
traditional_firewall,105.0,86.66666666666667,True
traditional_firewall,108.0,86.47435897435898,True
traditional_firewall,111.0,86.53846153846153,True
traditional_firewall,114.0,87.37179487179488,True
traditional_firewall,117.0,85.0,True
traditional_firewall,120.0,87.5,True
traditional_firewall,123.0,85.76923076923077,True
traditional_firewall,126.0,86.92307692307692,True
traditional_firewall,129.0,86.34615384615384,True
traditional_firewall,132.0,86.41025641025641,True
traditional_firewall,135.0,85.51282051282051,True
traditional_firewall,138.0,85.83333333333333,True
traditional_firewall,141.0,87.17948717948718,True
traditional_firewall,144.0,85.06410256410257,True
traditional_firewall,147.0,86.66666666666667,True
traditional_firewall,150.0,87.6923076923077,True
traditional_firewall,153.0,86.02564102564102,True
traditional_firewall,156.0,86.15384615384616,True
traditional_firewall,159.0,85.96153846153847,True
traditional_firewall,162.0,85.8974358974359,True
traditional_firewall,165.0,87.6923076923077,True
traditional_firewall,168.0,87.05128205128204,True
traditional_firewall,171.0,86.47435897435898,True
traditional_firewall,174.0,86.41025641025641,True
traditional_firewall,177.0,85.38461538461539,True
traditional_firewall,180.0,89.16666666666667,False
traditional_firewall,183.0,88.65384615384616,False
traditional_firewall,186.0,88.91025641025641,False
traditional_firewall,189.0,88.97435897435898,False
traditional_firewall,192.0,89.03846153846153,False
traditional_firewall,195.0,88.52564102564102,False
traditional_firewall,198.0,89.74358974358974,False
traditional_firewall,201.0,89.2948717948718,False
traditional_firewall,204.0,88.71794871794872,False
traditional_firewall,207.0,87.6923076923077,False
traditional_firewall,210.0,89.93589743589743,False
traditional_firewall,213.0,89.1025641025641,False
traditional_firewall,216.0,89.42307692307692,False
traditional_firewall,219.0,88.91025641025641,False
traditional_firewall,222.0,89.35897435897435,False
traditional_firewall,225.0,88.65384615384616,False
traditional_firewall,228.0,88.97435897435898,False
traditional_firewall,231.0,89.03846153846153,False
traditional_firewall,234.0,88.78205128205128,False
traditional_firewall,237.0,88.58974358974359,False
traditional_firewall,240.0,87.6923076923077,False
traditional_firewall,243.0,89.16666666666667,False
traditional_firewall,246.0,89.42307692307692,False
traditional_firewall,249.0,88.97435897435898,False
traditional_firewall,252.0,89.35897435897436,False
traditional_firewall,255.0,89.74358974358975,False
traditional_firewall,258.0,89.16666666666667,False
traditional_firewall,261.0,90.1923076923077,False
traditional_firewall,264.0,89.03846153846153,False
traditional_firewall,267.0,88.01282051282051,False
traditional_firewall,270.0,88.84615384615384,False
traditional_firewall,273.0,89.67948717948718,False
traditional_firewall,276.0,89.74358974358975,False
traditional_firewall,279.0,89.23076923076923,False
traditional_firewall,282.0,88.58974358974359,False
traditional_firewall,285.0,89.87179487179488,False
traditional_firewall,288.0,88.97435897435898,False
traditional_firewall,291.0,88.33333333333333,False
traditional_firewall,294.0,89.35897435897436,False
traditional_firewall,297.0,89.1025641025641,False
ids_ips,0.0,93.58974358974359,False
ids_ips,3.0,93.01282051282051,False
ids_ips,6.0,92.56410256410257,False
ids_ips,9.0,92.94871794871794,False
ids_ips,12.0,91.66666666666667,False
ids_ips,15.0,93.07692307692308,False
ids_ips,18.0,91.98717948717949,False
ids_ips,21.0,92.82051282051282,False
ids_ips,24.0,92.37179487179488,False
ids_ips,27.0,91.7948717948718,False
ids_ips,30.0,93.01282051282051,False
ids_ips,33.0,92.6923076923077,False
ids_ips,36.0,91.85897435897436,False
ids_ips,39.0,92.11538461538461,False
ids_ips,42.0,91.41025641025641,False
ids_ips,45.0,91.7948717948718,False
ids_ips,48.0,93.07692307692308,False
ids_ips,51.0,93.26923076923077,False
ids_ips,54.0,91.66666666666666,False
ids_ips,57.0,93.2051282051282,False
ids_ips,60.0,89.93589743589743,True
ids_ips,63.0,90.64102564102564,True
ids_ips,66.0,90.76923076923077,True
ids_ips,69.0,90.25641025641025,True
ids_ips,72.0,90.06410256410257,True
ids_ips,75.0,89.55128205128204,True
ids_ips,78.0,90.96153846153847,True
ids_ips,81.0,89.55128205128204,True
ids_ips,84.0,91.21794871794872,True
ids_ips,87.0,90.32051282051282,True
ids_ips,90.0,90.1923076923077,True
ids_ips,93.0,90.83333333333333,True
ids_ips,96.0,90.51282051282051,True
ids_ips,99.0,90.57692307692308,True
ids_ips,102.0,91.08974358974359,True
ids_ips,105.0,91.6025641025641,True
ids_ips,108.0,90.25641025641026,True
ids_ips,111.0,90.64102564102564,True
ids_ips,114.0,90.96153846153845,True
ids_ips,117.0,90.57692307692308,True
ids_ips,120.0,90.38461538461539,True
ids_ips,123.0,90.44871794871796,True
ids_ips,126.0,90.96153846153845,True
ids_ips,129.0,90.38461538461539,True
ids_ips,132.0,89.93589743589743,True
ids_ips,135.0,91.15384615384615,True
ids_ips,138.0,90.83333333333333,True
ids_ips,141.0,90.8974358974359,True
ids_ips,144.0,89.74358974358975,True
ids_ips,147.0,91.15384615384616,True
ids_ips,150.0,89.8076923076923,True
ids_ips,153.0,90.8974358974359,True
ids_ips,156.0,90.83333333333333,True
ids_ips,159.0,89.67948717948718,True
ids_ips,162.0,90.8974358974359,True
ids_ips,165.0,91.7948717948718,True
ids_ips,168.0,91.28205128205128,True
ids_ips,171.0,90.7051282051282,True
ids_ips,174.0,90.96153846153847,True
ids_ips,177.0,90.51282051282051,True
ids_ips,180.0,92.43589743589743,False
ids_ips,183.0,93.2051282051282,False
ids_ips,186.0,91.85897435897436,False
ids_ips,189.0,92.88461538461539,False
ids_ips,192.0,92.3076923076923,False
ids_ips,195.0,92.5,False
ids_ips,198.0,92.5,False
ids_ips,201.0,92.5,False
ids_ips,204.0,92.56410256410257,False
ids_ips,207.0,92.88461538461539,False
ids_ips,210.0,92.88461538461539,False
ids_ips,213.0,92.75641025641025,False
ids_ips,216.0,93.33333333333333,False
ids_ips,219.0,92.62820512820512,False
ids_ips,222.0,92.88461538461539,False
ids_ips,225.0,91.41025641025641,False
ids_ips,228.0,92.37179487179488,False
ids_ips,231.0,93.14102564102564,False
ids_ips,234.0,92.82051282051282,False
ids_ips,237.0,92.43589743589743,False
ids_ips,240.0,92.3076923076923,False
ids_ips,243.0,92.88461538461539,False
ids_ips,246.0,92.5,False
ids_ips,249.0,92.75641025641026,False
ids_ips,252.0,91.92307692307692,False
ids_ips,255.0,92.82051282051282,False
ids_ips,258.0,91.73076923076923,False
ids_ips,261.0,92.37179487179488,False
ids_ips,264.0,92.6923076923077,False
ids_ips,267.0,92.05128205128204,False
ids_ips,270.0,93.14102564102564,False
ids_ips,273.0,92.6923076923077,False
ids_ips,276.0,91.7948717948718,False
ids_ips,279.0,93.14102564102564,False
ids_ips,282.0,91.92307692307692,False
ids_ips,285.0,92.62820512820512,False
ids_ips,288.0,92.43589743589743,False
ids_ips,291.0,92.94871794871796,False
ids_ips,294.0,91.98717948717949,False
ids_ips,297.0,92.62820512820512,False
static_sdn,0.0,94.74358974358974,False
static_sdn,3.0,94.74358974358975,False
static_sdn,6.0,94.55128205128204,False
static_sdn,9.0,94.55128205128204,False
static_sdn,12.0,94.93589743589743,False
static_sdn,15.0,95.1923076923077,False
static_sdn,18.0,94.61538461538461,False
static_sdn,21.0,94.67948717948718,False
static_sdn,24.0,94.48717948717949,False
static_sdn,27.0,94.8076923076923,False
static_sdn,30.0,94.67948717948718,False
static_sdn,33.0,95.0,False
static_sdn,36.0,94.48717948717949,False
static_sdn,39.0,95.12820512820512,False
static_sdn,42.0,94.61538461538461,False
static_sdn,45.0,94.93589743589743,False
static_sdn,48.0,95.06410256410257,False
static_sdn,51.0,94.74358974358974,False
static_sdn,54.0,93.97435897435898,False
static_sdn,57.0,95.96153846153847,False
static_sdn,60.0,94.16666666666667,True
static_sdn,63.0,94.1025641025641,True
static_sdn,66.0,94.03846153846153,True
static_sdn,69.0,93.52564102564102,True
static_sdn,72.0,94.16666666666667,True
static_sdn,75.0,93.78205128205128,True
static_sdn,78.0,94.1025641025641,True
static_sdn,81.0,93.33333333333333,True
static_sdn,84.0,93.84615384615384,True
static_sdn,87.0,94.61538461538461,True
static_sdn,90.0,94.03846153846155,True
static_sdn,93.0,94.87179487179488,True
static_sdn,96.0,94.55128205128206,True
static_sdn,99.0,93.97435897435898,True
static_sdn,102.0,94.74358974358975,True
static_sdn,105.0,94.48717948717949,True
static_sdn,108.0,92.88461538461539,True
static_sdn,111.0,93.78205128205128,True
static_sdn,114.0,94.2948717948718,True
static_sdn,117.0,93.2051282051282,True
static_sdn,120.0,94.1025641025641,True
static_sdn,123.0,94.23076923076923,True
static_sdn,126.0,93.65384615384616,True
static_sdn,129.0,94.03846153846153,True
static_sdn,132.0,95.25641025641025,True
static_sdn,135.0,94.42307692307692,True
static_sdn,138.0,94.03846153846153,True
static_sdn,141.0,94.03846153846153,True
static_sdn,144.0,93.84615384615384,True
static_sdn,147.0,94.03846153846153,True
static_sdn,150.0,93.97435897435898,True
static_sdn,153.0,93.46153846153847,True
static_sdn,156.0,93.97435897435898,True
static_sdn,159.0,94.48717948717949,True
static_sdn,162.0,93.14102564102564,True
static_sdn,165.0,93.91025641025641,True
static_sdn,168.0,93.91025641025641,True
static_sdn,171.0,93.84615384615384,True
static_sdn,174.0,93.14102564102564,True
static_sdn,177.0,93.71794871794872,True
static_sdn,180.0,93.33333333333333,False
static_sdn,183.0,94.67948717948718,False
static_sdn,186.0,95.7051282051282,False
static_sdn,189.0,93.84615384615384,False
static_sdn,192.0,95.0,False
static_sdn,195.0,93.97435897435898,False
static_sdn,198.0,95.32051282051282,False
static_sdn,201.0,95.51282051282051,False
static_sdn,204.0,94.23076923076923,False
static_sdn,207.0,94.1025641025641,False
static_sdn,210.0,94.61538461538461,False
static_sdn,213.0,95.06410256410257,False
static_sdn,216.0,95.06410256410257,False
static_sdn,219.0,94.48717948717949,False
static_sdn,222.0,94.42307692307692,False
static_sdn,225.0,94.16666666666667,False
static_sdn,228.0,94.74358974358975,False
static_sdn,231.0,94.8076923076923,False
static_sdn,234.0,94.8076923076923,False
static_sdn,237.0,94.1025641025641,False
static_sdn,240.0,95.06410256410257,False
static_sdn,243.0,94.55128205128206,False
static_sdn,246.0,94.61538461538461,False
static_sdn,249.0,94.23076923076923,False
static_sdn,252.0,95.06410256410257,False
static_sdn,255.0,94.61538461538461,False
static_sdn,258.0,94.16666666666667,False
static_sdn,261.0,94.87179487179488,False
static_sdn,264.0,95.06410256410257,False
static_sdn,267.0,93.91025641025641,False
static_sdn,270.0,94.16666666666667,False
static_sdn,273.0,93.14102564102564,False
static_sdn,276.0,95.57692307692308,False
static_sdn,279.0,94.42307692307692,False
static_sdn,282.0,94.93589743589743,False
static_sdn,285.0,94.48717948717949,False
static_sdn,288.0,93.3974358974359,False
static_sdn,291.0,95.38461538461539,False
static_sdn,294.0,93.97435897435898,False
static_sdn,297.0,95.1923076923077,False
